# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
4.14286e-05     	U               	(-4.91130502e-13 -2.02658799e-28 -2.02658799e-28)	(2.19500000e-01 1.00000000e-01 1.00000000e-01)	0	(1.39235168e+01 4.94225860e-15 7.41338789e-15)	(4.87300000e-01 1.00000000e-01 1.00000000e-01)	1
4.14286e-05     	T               	2.85414085e+02	(4.99900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00798396e+02	(5.02300000e-01 1.00000000e-01 1.00000000e-01)	2
4.28571e-05     	p               	1.00000000e+05	(5.72700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.28500000e-01 1.00000000e-01 1.00000000e-01)	1
4.28571e-05     	U               	(-5.61740260e-13 -4.86381118e-28 -4.86381118e-28)	(9.81500000e-01 1.00000000e-01 1.00000000e-01)	3	(1.55051765e+01 4.60949352e-15 6.91424028e-15)	(4.87300000e-01 1.00000000e-01 1.00000000e-01)	1
4.28571e-05     	T               	2.85415151e+02	(4.99900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00798195e+02	(5.02300000e-01 1.00000000e-01 1.00000000e-01)	2
4.42857e-05     	p               	1.00000000e+05	(6.04100000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.35900000e-01 1.00000000e-01 1.00000000e-01)	1
4.42857e-05     	U               	(-5.13890662e-13 -9.11964595e-28 -9.11964595e-28)	(2.60500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.00787653e+01 4.59485251e-15 2.29742625e-15)	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
4.42857e-05     	T               	2.85416049e+02	(4.99900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00797594e+02	(5.02300000e-01 1.00000000e-01 1.00000000e-01)	2
4.57143e-05     	p               	1.00000000e+05	(6.05100000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.27500000e-01 1.00000000e-01 1.00000000e-01)	0
4.57143e-05     	U               	(-6.06362207e-13 -1.51994099e-28 -1.51994099e-28)	(1.43000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.16941767e+01 4.65017706e-15 2.32508853e-15)	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
4.57143e-05     	T               	2.85416677e+02	(4.99900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00796660e+02	(5.02300000e-01 1.00000000e-01 1.00000000e-01)	2
4.71429e-05     	p               	1.00000000e+05	(6.04700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.21000000e-02 1.00000000e-01 1.00000000e-01)	0
4.71429e-05     	U               	(-3.77065306e-13 -5.06646997e-28 -2.53323499e-28)	(1.84300000e-01 1.00000000e-01 1.00000000e-01)	0	(1.91901062e+01 3.04585237e-15 4.56877855e-15)	(4.87300000e-01 1.00000000e-01 1.00000000e-01)	1
4.71429e-05     	T               	2.85417144e+02	(4.99900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00795922e+02	(5.02500000e-01 1.00000000e-01 1.00000000e-01)	2
4.85714e-05     	p               	1.00000000e+05	(6.04300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.35000000e-02 1.00000000e-01 1.00000000e-01)	0
4.85714e-05     	U               	(-7.73660835e-13 -3.54652898e-28 -3.54652898e-28)	(4.70000000e-03 1.00000000e-01 1.00000000e-01)	0	(2.00303524e+01 2.48069144e-15 3.72103716e-15)	(4.87300000e-01 1.00000000e-01 1.00000000e-01)	1
4.85714e-05     	T               	2.85417442e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00795941e+02	(5.02500000e-01 1.00000000e-01 1.00000000e-01)	2
5e-05           	p               	1.00000000e+05	(5.68900000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.33000000e-02 1.00000000e-01 1.00000000e-01)	0
5e-05           	U               	(-2.16081594e-13 -2.02658799e-28 -6.07976397e-28)	(1.73000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.98332606e+00 2.28966236e-15 2.28966236e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5e-05           	T               	2.85417491e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00795715e+02	(5.02500000e-01 1.00000000e-01 1.00000000e-01)	2
5.14286e-05     	p               	1.00000000e+05	(5.70300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.33500000e-01 1.00000000e-01 1.00000000e-01)	1
5.14286e-05     	U               	(-9.19691890e-13 -2.02658799e-28 -2.02658799e-28)	(4.70000000e-03 1.00000000e-01 1.00000000e-01)	0	(2.65548456e+00 2.81887749e-15 2.81887749e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5.14286e-05     	T               	2.85417868e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00795059e+02	(5.02500000e-01 1.00000000e-01 1.00000000e-01)	2
5.28571e-05     	p               	1.00000000e+05	(6.52500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.65000000e-02 1.00000000e-01 1.00000000e-01)	0
5.28571e-05     	U               	(-4.95169687e-13 -3.54652898e-28 -7.09305796e-28)	(3.90000000e-03 1.00000000e-01 1.00000000e-01)	0	(3.45571579e+00 3.36385819e-15 3.36385819e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5.28571e-05     	T               	2.85418420e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00794120e+02	(5.02700000e-01 1.00000000e-01 1.00000000e-01)	2
5.42857e-05     	p               	1.00000000e+05	(6.52300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.47000000e-02 1.00000000e-01 1.00000000e-01)	0
5.42857e-05     	U               	(-5.88420714e-13 -2.02658799e-28 -2.02658799e-28)	(1.29000000e-02 1.00000000e-01 1.00000000e-01)	0	(4.38080890e+00 3.89949619e-15 3.89949619e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5.42857e-05     	T               	2.85418969e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00793885e+02	(5.02700000e-01 1.00000000e-01 1.00000000e-01)	2
5.57143e-05     	p               	1.00000000e+05	(6.53300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.39000000e-02 1.00000000e-01 1.00000000e-01)	0
5.57143e-05     	U               	(-4.58562369e-13 -4.86381118e-28 -4.86381118e-28)	(7.80900000e-01 1.00000000e-01 1.00000000e-01)	3	(5.42132900e+00 4.40000618e-15 4.40000618e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5.57143e-05     	T               	2.85419199e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00793461e+02	(5.02700000e-01 1.00000000e-01 1.00000000e-01)	2
5.71429e-05     	p               	1.00000000e+05	(6.52700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.29000000e-02 1.00000000e-01 1.00000000e-01)	0
5.71429e-05     	U               	(-4.47771563e-13 -8.51166956e-28 -8.51166956e-28)	(7.81900000e-01 1.00000000e-01 1.00000000e-01)	3	(6.56208056e+00 4.84106300e-15 4.84106300e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5.71429e-05     	T               	2.85419193e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00792871e+02	(5.02700000e-01 1.00000000e-01 1.00000000e-01)	2
5.85714e-05     	p               	1.00000000e+05	(6.60500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.29000000e-02 1.00000000e-01 1.00000000e-01)	0
5.85714e-05     	U               	(-6.66818145e-13 -6.07976397e-28 -6.07976397e-28)	(7.81900000e-01 1.00000000e-01 1.00000000e-01)	3	(7.78301519e+00 5.20160697e-15 5.20160697e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
5.85714e-05     	T               	2.85419145e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00792029e+02	(5.02700000e-01 1.00000000e-01 1.00000000e-01)	2
6e-05           	p               	1.00000000e+05	(5.65500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.35000000e-02 1.00000000e-01 1.00000000e-01)	0
6e-05           	U               	(-6.49327781e-13 -2.02658799e-28 -2.02658799e-28)	(1.45000000e-02 1.00000000e-01 1.00000000e-01)	0	(9.06045278e+00 5.46518596e-15 5.46518596e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
6e-05           	T               	2.85419197e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00791864e+02	(5.02900000e-01 1.00000000e-01 1.00000000e-01)	2
6.14286e-05     	p               	1.00000000e+05	(5.65100000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.09000000e-02 1.00000000e-01 1.00000000e-01)	0
6.14286e-05     	U               	(6.00639363e-14 -9.11964595e-28 -3.03988198e-28)	(1.08700000e-01 1.00000000e-01 1.00000000e-01)	0	(1.03684789e+01 5.62080593e-15 5.62080593e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
6.14286e-05     	T               	2.85419507e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00791664e+02	(5.02900000e-01 1.00000000e-01 1.00000000e-01)	2
6.28571e-05     	p               	1.00000000e+05	(5.64900000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.07000000e-02 1.00000000e-01 1.00000000e-01)	0
6.28571e-05     	U               	(-4.57813301e-13 -1.21595279e-27 -4.05317598e-28)	(3.06100000e-01 1.00000000e-01 1.00000000e-01)	1	(1.16803928e+01 5.66332889e-15 5.66332889e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
6.28571e-05     	T               	2.85420017e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00791143e+02	(5.02900000e-01 1.00000000e-01 1.00000000e-01)	2
6.42857e-05     	p               	1.00000000e+05	(5.64900000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.03000000e-02 1.00000000e-01 1.00000000e-01)	0
6.42857e-05     	U               	(-5.22739754e-13 -2.02658799e-28 -4.05317598e-28)	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.29701200e+01 5.59213255e-15 5.59213255e-15)	(4.79700000e-01 1.00000000e-01 1.00000000e-01)	1
6.42857e-05     	T               	2.85420550e+02	(5.00100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00790304e+02	(5.02900000e-01 1.00000000e-01 1.00000000e-01)	2
6.57143e-05     	p               	1.00000000e+05	(5.64700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.17000000e-02 1.00000000e-01 1.00000000e-01)	0
6.57143e-05     	U               	(-1.07792422e-12 -2.09084715e-41 -3.03988198e-28)	(8.30000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.25896132e+01 3.68155741e-15 5.52233612e-15)	(4.79100000e-01 1.00000000e-01 1.00000000e-01)	1
6.57143e-05     	T               	2.85420828e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00789642e+02	(5.03100000e-01 1.00000000e-01 1.00000000e-01)	2
6.71429e-05     	p               	1.00000000e+05	(5.62500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.01000000e-02 1.00000000e-01 1.00000000e-01)	0
6.71429e-05     	U               	(-7.34774012e-13 -8.10635196e-28 -8.10635196e-28)	(3.06300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.38269734e+01 3.58586696e-15 5.37880044e-15)	(4.79100000e-01 1.00000000e-01 1.00000000e-01)	1
6.71429e-05     	T               	2.85420720e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00789456e+02	(5.03100000e-01 1.00000000e-01 1.00000000e-01)	2
6.85714e-05     	p               	1.00000000e+05	(5.63300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.14300000e-01 1.00000000e-01 1.00000000e-01)	1
6.85714e-05     	U               	(-2.18896020e-13 0.00000000e+00 -6.07976397e-28)	(1.50000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.50053293e+01 3.42696836e-15 5.14045254e-15)	(4.79100000e-01 1.00000000e-01 1.00000000e-01)	1
6.85714e-05     	T               	2.85420626e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00789218e+02	(5.03100000e-01 1.00000000e-01 1.00000000e-01)	2
7e-05           	p               	1.00000000e+05	(5.63300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.15100000e-01 1.00000000e-01 1.00000000e-01)	1
7e-05           	U               	(-6.24928478e-13 -2.02658799e-28 -2.02658799e-28)	(1.29000000e-02 1.00000000e-01 1.00000000e-01)	0	(9.96866460e+00 3.41369323e-15 5.12053984e-15)	(4.76700000e-01 1.00000000e-01 1.00000000e-01)	1
7e-05           	T               	2.85420656e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00788838e+02	(5.03100000e-01 1.00000000e-01 1.00000000e-01)	2
7.14286e-05     	p               	1.00000000e+05	(8.10500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.11300000e-01 1.00000000e-01 1.00000000e-01)	1
7.14286e-05     	U               	(-5.93563655e-13 -3.03988198e-28 -5.22711787e-42)	(9.70000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.11728489e+01 3.45911795e-15 5.18867692e-15)	(4.76700000e-01 1.00000000e-01 1.00000000e-01)	1
7.14286e-05     	T               	2.85420932e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00788170e+02	(5.03100000e-01 1.00000000e-01 1.00000000e-01)	2
7.28571e-05     	p               	1.00000000e+05	(6.82900000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.12100000e-01 1.00000000e-01 1.00000000e-01)	1
7.28571e-05     	U               	(-4.37898856e-13 -3.64785838e-28 -3.64785838e-28)	(7.60100000e-01 1.00000000e-01 1.00000000e-01)	3	(1.23675958e+01 3.44641402e-15 5.16962104e-15)	(4.76700000e-01 1.00000000e-01 1.00000000e-01)	1
7.28571e-05     	T               	2.85421423e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00787963e+02	(5.03300000e-01 1.00000000e-01 1.00000000e-01)	2
7.42857e-05     	p               	1.00000000e+05	(5.93700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.11500000e-01 1.00000000e-01 1.00000000e-01)	1
7.42857e-05     	U               	(-8.26350695e-14 -4.05317598e-28 -4.05317598e-28)	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.35334849e+01 3.37536279e-15 5.06304419e-15)	(4.76700000e-01 1.00000000e-01 1.00000000e-01)	1
7.42857e-05     	T               	2.85421917e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00787754e+02	(5.03300000e-01 1.00000000e-01 1.00000000e-01)	2
7.57143e-05     	p               	1.00000000e+05	(5.94900000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.13500000e-01 1.00000000e-01 1.00000000e-01)	1
7.57143e-05     	U               	(2.32150365e-14 -8.10635196e-28 -1.12491033e-40)	(1.82900000e-01 1.00000000e-01 1.00000000e-01)	0	(1.07043359e+01 3.30782578e-15 4.96173867e-15)	(4.75100000e-01 1.00000000e-01 1.00000000e-01)	1
7.57143e-05     	T               	2.85422265e+02	(5.00300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00787399e+02	(5.03300000e-01 1.00000000e-01 1.00000000e-01)	2
7.71429e-05     	p               	1.00000000e+05	(5.94700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
7.71429e-05     	U               	(-2.98609586e-13 -7.29571676e-28 -7.29571676e-28)	(7.88300000e-01 1.00000000e-01 1.00000000e-01)	3	(1.18566261e+01 3.31781948e-15 4.97672923e-15)	(4.75100000e-01 1.00000000e-01 1.00000000e-01)	1
7.71429e-05     	T               	2.85422329e+02	(4.91700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00786914e+02	(5.03300000e-01 1.00000000e-01 1.00000000e-01)	2
7.85714e-05     	p               	1.00000000e+05	(5.94500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.16900000e-01 1.00000000e-01 1.00000000e-01)	1
7.85714e-05     	U               	(-6.45808148e-13 -5.06646997e-28 -5.06646997e-28)	(5.50000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.29902542e+01 3.27635905e-15 4.91453858e-15)	(4.75100000e-01 1.00000000e-01 1.00000000e-01)	1
7.85714e-05     	T               	2.85422319e+02	(4.91900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00786343e+02	(5.03500000e-01 1.00000000e-01 1.00000000e-01)	2
8e-05           	p               	1.00000000e+05	(5.95500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.12900000e-01 1.00000000e-01 1.00000000e-01)	1
8e-05           	U               	(-6.14852979e-13 -6.07976397e-28 -6.07976397e-28)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(1.40887141e+01 3.18526269e-15 4.77789404e-15)	(4.75100000e-01 1.00000000e-01 1.00000000e-01)	1
8e-05           	T               	2.85422278e+02	(4.91900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00786415e+02	(5.03500000e-01 1.00000000e-01 1.00000000e-01)	2
8.14286e-05     	p               	1.00000000e+05	(9.08900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.15500000e-01 1.00000000e-01 1.00000000e-01)	1
8.14286e-05     	U               	(-6.46566118e-13 -9.11964595e-28 -9.11964595e-28)	(1.87000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.13830389e+01 3.19319639e-15 3.19319639e-15)	(4.73500000e-01 1.00000000e-01 1.00000000e-01)	1
8.14286e-05     	T               	2.85422222e+02	(4.91900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00786354e+02	(5.03500000e-01 1.00000000e-01 1.00000000e-01)	2
8.28571e-05     	p               	1.00000000e+05	(8.70500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.15900000e-01 1.00000000e-01 1.00000000e-01)	1
8.28571e-05     	U               	(-1.04815152e-12 -1.11462339e-27 -1.11462339e-27)	(1.87000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.24835149e+01 3.17532586e-15 3.17532586e-15)	(4.73500000e-01 1.00000000e-01 1.00000000e-01)	1
8.28571e-05     	T               	2.85422179e+02	(4.91900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00786061e+02	(5.03500000e-01 1.00000000e-01 1.00000000e-01)	2
8.42857e-05     	p               	1.00000000e+05	(8.90500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.15100000e-01 1.00000000e-01 1.00000000e-01)	1
8.42857e-05     	U               	(-4.35128176e-13 -2.53323499e-28 -7.59970496e-28)	(1.73000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.35584527e+01 3.11188618e-15 3.11188618e-15)	(4.73500000e-01 1.00000000e-01 1.00000000e-01)	1
8.42857e-05     	T               	2.85422130e+02	(4.92100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00785499e+02	(5.03500000e-01 1.00000000e-01 1.00000000e-01)	2
8.57143e-05     	p               	1.00000000e+05	(8.73900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.45100000e-01 1.00000000e-01 1.00000000e-01)	0
8.57143e-05     	U               	(-6.90682521e-13 -3.54652898e-28 -1.06395869e-27)	(1.73000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.45938949e+01 3.00692821e-15 3.00692821e-15)	(4.73500000e-01 1.00000000e-01 1.00000000e-01)	1
8.57143e-05     	T               	2.85422067e+02	(4.92100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00785038e+02	(5.03700000e-01 1.00000000e-01 1.00000000e-01)	2
8.71429e-05     	p               	1.00000000e+05	(8.89300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.97000000e-02 1.00000000e-01 1.00000000e-01)	0
8.71429e-05     	U               	(-6.97578064e-13 -9.11964595e-28 -4.55982298e-28)	(2.07700000e-01 1.00000000e-01 1.00000000e-01)	0	(1.55775635e+01 2.86504306e-15 2.86504306e-15)	(4.73500000e-01 1.00000000e-01 1.00000000e-01)	1
8.71429e-05     	T               	2.85421991e+02	(4.92100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00784949e+02	(5.03700000e-01 1.00000000e-01 1.00000000e-01)	2
8.85714e-05     	p               	1.00000000e+05	(8.88700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.83000000e-02 1.00000000e-01 1.00000000e-01)	0
8.85714e-05     	U               	(-7.70959532e-13 -3.03988198e-28 -3.03988198e-28)	(1.29000000e-02 1.00000000e-01 1.00000000e-01)	0	(7.83802132e+00 2.69937168e-15 2.69937168e-15)	(4.69500000e-01 1.00000000e-01 1.00000000e-01)	1
8.85714e-05     	T               	2.85421930e+02	(4.92100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00784790e+02	(5.03700000e-01 1.00000000e-01 1.00000000e-01)	2
9e-05           	p               	1.00000000e+05	(8.72900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.89000000e-02 1.00000000e-01 1.00000000e-01)	0
9e-05           	U               	(-8.07101355e-13 -6.07976397e-28 -3.03988198e-28)	(2.07700000e-01 1.00000000e-01 1.00000000e-01)	0	(8.82248498e+00 2.80565175e-15 2.80565175e-15)	(4.69500000e-01 1.00000000e-01 1.00000000e-01)	1
9e-05           	T               	2.85421863e+02	(4.92300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00784514e+02	(5.03700000e-01 1.00000000e-01 1.00000000e-01)	2
9.14286e-05     	p               	1.00000000e+05	(6.22300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.01000000e-02 1.00000000e-01 1.00000000e-01)	0
9.14286e-05     	U               	(-1.11477066e-12 -5.06646997e-28 -5.06646997e-28)	(2.27000000e-02 1.00000000e-01 1.00000000e-01)	0	(9.82949737e+00 2.87940172e-15 2.87940172e-15)	(4.69500000e-01 1.00000000e-01 1.00000000e-01)	1
9.14286e-05     	T               	2.85421818e+02	(4.92300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00784021e+02	(5.03700000e-01 1.00000000e-01 1.00000000e-01)	2
9.28571e-05     	p               	1.00000000e+05	(6.21900000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(4.05000000e-02 1.00000000e-01 1.00000000e-01)	0
9.28571e-05     	U               	(-6.49327781e-13 -5.06646997e-28 -5.06646997e-28)	(1.45000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.08468781e+01 2.91894915e-15 2.91894915e-15)	(4.69500000e-01 1.00000000e-01 1.00000000e-01)	1
9.28571e-05     	T               	2.85421628e+02	(4.82300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00783716e+02	(5.03900000e-01 1.00000000e-01 1.00000000e-01)	2
9.42857e-05     	p               	1.00000000e+05	(8.19500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.01000000e-02 1.00000000e-01 1.00000000e-01)	0
9.42857e-05     	U               	(-5.39641953e-13 -9.11964595e-28 -9.11964595e-28)	(3.87300000e-01 1.00000000e-01 1.00000000e-01)	1	(5.28796896e+00 3.17015839e-15 3.17015839e-15)	(4.66100000e-01 1.00000000e-01 1.00000000e-01)	1
9.42857e-05     	T               	2.85421410e+02	(4.82100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00783577e+02	(5.03900000e-01 1.00000000e-01 1.00000000e-01)	2
9.57143e-05     	p               	1.00000000e+05	(8.20900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.17000000e-02 1.00000000e-01 1.00000000e-01)	0
9.57143e-05     	U               	(-2.98516338e-13 -1.01329399e-27 -5.06646997e-28)	(1.33100000e-01 1.00000000e-01 1.00000000e-01)	0	(6.09191778e+00 3.40721014e-15 3.40721014e-15)	(4.66100000e-01 1.00000000e-01 1.00000000e-01)	1
